1,49
2,0
3,15
4,11
5,6
6,10
7,36
8,44
9,11
10,17
11,43
12,49
13,17
14,6
15,46
16,33
17,10
18,47
19,23
20,45
21,26
22,41
23,28
24,4
25,18
26,35
27,20
28,25
29,8
30,9
31,0
32,9
33,37
34,42
35,42
36,45
37,3
38,16
39,27
40,7
41,11
42,26
43,22
44,9
45,33
46,15
47,24
48,16
49,25
50,37
51,34
52,43
53,7
54,10
55,18
56,9
57,17
58,42
59,30
60,0
61,10
62,45
63,43
64,31
65,33
66,23
67,41
68,20
69,13
70,14
71,21
72,30
73,28
74,39
75,21
76,22
77,23
78,4
79,47
80,25
81,24
82,49
83,34
84,3
85,1
86,23
87,23
88,5
89,16
90,14
91,26
92,20
93,38
94,9
95,46
96,6
97,7
98,32
99,42
100,25
101,30
102,19
103,9
104,35
105,46
106,4
107,41
108,26
109,16
110,5
111,50
112,36
113,31
114,9
115,4
116,0
117,6
118,33
119,24
120,46
121,0
122,46
123,20
124,32
125,46
126,48
127,43
128,40
129,33
130,48
131,11
132,30
133,23
134,35
135,15
136,9
137,33
138,19
139,45
140,49
141,50
142,6
143,43
144,30
145,23
146,18
147,23
148,2
149,25
150,32
151,17
152,2
153,9
154,26
155,33
156,25
157,17
158,5
159,21
160,11
161,46
162,39
163,14
164,15
165,13
166,27
167,23
168,35
169,50
170,30
171,17
172,19
173,23
174,0
175,50
176,1
177,11
178,8
179,17
180,6
181,20
182,13
183,50
184,2
185,48
186,20
187,34
188,9
189,38
190,2
191,2
192,13
193,19
194,31
195,9
196,29
197,44
198,22
199,15
200,35
201,10
202,29
203,3
204,18
205,7
206,9
207,38
208,11
209,31
210,28
211,15
212,32
213,36
214,43
215,41
216,1
217,30
218,23
219,28
220,33
221,16
222,25
223,8
224,28
225,31
226,38
227,32
228,22
229,34
230,7
231,29
232,41
233,35
234,50
235,35
236,12
237,15
238,0
239,27
240,43
241,33
242,6
243,28
244,42
245,30
246,46
247,32
248,2
249,27
250,31
251,5
252,5
253,39
254,10
255,39
256,2
257,36
258,43
259,47
260,9
261,9
262,46
263,18
264,4
265,13
266,41
267,12
268,2
269,42
270,1
271,7
272,17
273,45
274,23
275,21
276,27
277,2
278,8
279,44
280,37
281,2
282,6
283,41
284,33
285,49
286,50
287,35
288,17
289,35
290,19
291,34
292,7
293,10
294,36
295,36
296,50
297,15
298,16
299,11
300,49
301,42
302,17
303,0
304,40
305,16
306,6
307,47
308,39
309,15
310,23
311,25
312,3
313,11
314,13
315,11
316,41
317,10
318,0
319,13
320,41
321,45
322,0
323,18
324,19
325,48
326,45
327,39
328,20
329,3
330,21
331,35
332,21
333,28
334,13
335,26
336,50
337,45
338,50
339,24
340,2
341,46
342,25
343,27
344,25
345,39
346,35
347,4
348,42
349,40
350,11
351,6
352,41
353,0
354,21
355,35
356,28
357,32
358,0
359,40
360,21
361,49
362,48
363,15
364,11
365,40
366,28
367,8
368,34
369,30
370,9
371,28
372,14
373,0
374,42
375,46
376,8
377,46
378,45
379,35
380,36
381,50
382,14
383,39
384,48
385,47
386,39
387,19
388,23
389,14
390,12
391,43
392,41
393,5
394,15
395,26
396,9
397,43
398,11
399,23
400,34
401,14
402,1
403,29
404,30
405,13
406,6
407,27
408,30
409,38
410,44
411,48
412,15
413,13
414,16
415,28
416,46
417,13
418,19
419,15
420,40
421,44
422,17
423,39
424,47
425,13
426,38
427,15
428,15
429,12
430,2
431,21
432,2
433,23
434,6
435,5
436,50
437,42
438,11
439,16
440,13
441,28
442,38
443,22
444,44
445,9
446,34
447,35
448,33
449,41
450,6
451,16
452,40
453,3
454,50
455,11
456,0
457,30
458,34
459,4
460,1
461,44
462,28
463,39
464,18
465,47
466,2
467,31
468,42
469,11
470,21
471,43
472,21
473,10
474,27
475,41
476,9
477,9
478,34
479,16
480,7
481,36
482,9
483,42
484,33
485,0
486,23
487,48
488,25
489,50
490,7
491,36
492,12
493,13
494,41
495,7
496,17
497,17
498,8
499,22
500,28
501,11
502,32
503,6
504,24
505,0
506,32
507,16
508,46
509,28
510,46
511,14
512,32
513,6
514,33
