1,8
2,35
3,11
4,11
5,37
6,6
7,2
8,34
9,34
10,18
11,46
12,11
13,13
14,18
15,18
16,10
17,2
18,12
19,5
20,37
21,2
22,27
23,23
24,35
25,34
26,10
27,21
28,14
29,2
30,36
31,39
32,28
33,10
34,49
35,19
36,28
37,35
38,48
39,37
40,17
41,23
42,6
43,46
44,34
45,37
46,8
47,35
48,8
49,23
50,43
51,41
52,20
53,45
54,10
55,35
56,37
57,9
58,34
59,35
60,7
61,23
62,34
63,22
64,2
65,34
66,2
67,43
68,9
69,34
70,5
71,12
72,24
73,19
74,2
75,37
76,2
77,5
78,24
79,11
80,8
81,11
82,2
83,12
84,14
85,35
86,19
87,34
88,11
89,21
90,2
91,4
92,0
93,11
94,2
95,37
96,34
97,23
98,20
99,14
100,0
101,2
102,11
103,5
104,11
105,9
106,25
107,8
108,11
109,15
110,23
111,14
112,27
113,9
114,25
115,34
116,35
117,14
118,36
119,26
120,21
121,8
122,49
123,2
124,2
125,31
126,0
127,31
128,2
129,14
130,47
131,2
132,44
133,10
134,34
135,35
136,34
137,13
138,5
139,25
140,36
141,21
142,36
143,14
144,35
145,2
146,34
147,23
148,34
149,34
150,5
151,34
152,27
153,8
154,18
155,11
156,50
157,14
158,43
159,33
160,25
161,11
162,9
163,2
164,11
165,28
166,9
167,49
168,0
169,35
170,25
171,23
172,21
173,2
174,18
175,42
176,5
177,11
178,34
179,28
180,49
181,40
182,34
183,37
184,47
185,2
186,11
187,41
188,0
189,12
190,25
191,20
192,11
193,5
194,11
195,7
196,46
197,11
198,11
199,16
200,0
201,11
202,22
203,21
204,18
205,2
206,7
207,43
208,22
209,40
210,34
211,28
212,33
213,5
214,35
215,25
216,17
217,13
218,11
219,11
220,21
221,3
222,29
223,33
224,5
225,11
226,35
227,11
228,11
229,44
230,25
231,24
232,21
233,11
234,34
235,34
236,43
237,18
238,25
239,27
240,46
241,20
242,10
243,8
244,9
245,34
246,21
247,46
248,27
249,48
250,41
251,33
252,34
253,37
254,34
255,33
256,2
257,11
258,39
259,37
260,45
261,18
262,11
263,5
264,21
265,2
266,18
267,14
268,34
269,10
270,2
271,16
272,41
273,29
274,34
275,35
276,6
277,2
278,5
279,35
280,5
281,35
282,48
283,2
284,2
285,35
286,18
287,33
288,46
289,49
290,35
291,14
292,29
293,11
294,11
295,42
296,11
297,24
298,42
299,2
300,7
301,24
302,14
303,23
304,20
305,8
306,37
307,11
308,2
309,46
310,10
311,22
312,15
313,19
314,15
315,8
316,34
317,25
318,36
319,21
320,37
321,46
322,15
323,18
324,2
325,5
326,11
327,35
328,5
329,2
330,2
331,27
332,9
333,2
334,9
335,24
336,11
337,6
338,11
339,19
340,23
341,34
342,10
343,34
344,28
345,42
346,37
347,0
348,44
349,11
350,2
351,22
352,21
353,41
354,9
355,8
356,2
357,37
358,28
359,25
360,49
361,2
362,37
363,2
364,11
365,15
366,34
367,8
368,42
369,11
370,3
371,8
372,45
373,7
374,10
375,11
376,33
377,5
378,11
379,49
380,43
381,2
382,7
383,8
384,19
385,24
386,34
387,14
388,36
389,5
390,33
391,21
392,11
393,22
394,35
395,38
396,22
397,7
398,34
399,45
400,0
401,35
402,27
403,14
404,18
405,2
406,13
407,4
408,15
409,34
410,41
411,11
412,6
413,37
414,23
415,5
416,18
417,39
418,25
419,11
420,11
421,34
422,31
423,34
424,16
425,43
426,28
427,14
428,20
429,34
430,2
431,12
432,39
433,23
434,15
435,11
436,7
437,21
438,36
439,8
440,2
441,26
442,15
443,34
444,34
445,2
446,36
447,11
448,23
449,34
450,38
451,2
452,43
453,2
454,2
455,2
456,37
457,11
458,23
459,7
460,11
461,34
462,37
463,21
464,5
465,37
466,9
467,18
468,42
469,21
470,23
471,8
472,8
473,4
474,24
475,47
476,2
477,8
478,32
479,28
480,46
481,16
482,14
483,5
484,34
485,9
486,10
487,31
488,7
489,9
490,41
491,34
492,2
493,2
494,43
495,31
496,42
497,19
498,43
499,37
500,39
501,6
502,31
503,29
504,37
505,1
506,35
507,43
508,34
509,11
510,34
511,35
512,1
513,34
514,19
