1,34
2,34
3,15
4,11
5,6
6,10
7,11
8,11
9,11
10,50
11,43
12,8
13,31
14,35
15,37
16,11
17,22
18,47
19,23
20,19
21,35
22,41
23,2
24,4
25,18
26,35
27,8
28,4
29,8
30,14
31,8
32,2
33,37
34,42
35,42
36,26
37,33
38,14
39,11
40,0
41,33
42,2
43,22
44,7
45,36
46,4
47,24
48,3
49,21
50,37
51,34
52,11
53,7
54,10
55,18
56,49
57,11
58,42
59,42
60,41
61,10
62,13
63,8
64,31
65,11
66,23
67,41
68,11
69,38
70,2
71,24
72,36
73,2
74,11
75,21
76,34
77,7
78,25
79,11
80,25
81,24
82,37
83,8
84,11
85,29
86,28
87,27
88,5
89,2
90,14
91,26
92,33
93,38
94,34
95,24
96,2
97,7
98,44
99,0
100,19
101,5
102,25
103,2
104,9
105,46
106,18
107,41
108,11
109,31
110,50
111,34
112,49
113,2
114,28
115,4
116,36
117,6
118,10
119,12
120,36
121,31
122,13
123,20
124,35
125,11
126,12
127,43
128,2
129,34
130,48
131,1
132,2
133,37
134,25
135,19
136,9
137,23
138,9
139,43
140,23
141,11
142,14
143,11
144,28
145,11
146,2
147,8
148,2
149,25
150,32
151,35
152,35
153,8
154,28
155,10
156,4
157,17
158,8
159,21
160,11
161,7
162,3
163,2
164,8
165,24
166,27
167,49
168,35
169,33
170,43
171,2
172,19
173,23
174,34
175,11
176,19
177,46
178,34
179,33
180,6
181,20
182,11
183,33
184,2
185,35
186,45
187,34
188,5
189,34
190,12
191,2
192,13
193,19
194,8
195,20
196,33
197,18
198,22
199,5
200,8
201,10
202,35
203,14
204,35
205,33
206,9
207,37
208,20
209,27
210,2
211,25
212,2
213,37
214,35
215,41
216,14
217,35
218,23
219,2
220,22
221,2
222,35
223,34
224,8
225,34
226,14
227,11
228,34
229,34
230,11
231,11
232,41
233,28
234,11
235,35
236,12
237,7
238,11
239,33
240,11
241,11
242,42
243,2
244,11
245,18
246,21
247,28
248,2
249,36
250,2
251,5
252,11
253,34
254,0
255,25
256,11
257,46
258,39
259,24
260,35
261,41
262,21
263,20
264,11
265,11
266,41
267,12
268,2
269,19
270,3
271,37
272,41
273,47
274,49
275,24
276,27
277,2
278,8
279,18
280,37
281,2
282,34
283,41
284,31
285,35
286,14
287,35
288,11
289,8
290,19
291,34
292,7
293,10
294,36
295,2
296,25
297,8
298,44
299,26
300,35
301,42
302,10
303,0
304,28
305,2
306,40
307,48
308,37
309,8
310,23
311,9
312,40
313,11
314,5
315,11
316,5
317,34
318,0
319,34
320,5
321,47
322,0
323,47
324,19
325,48
326,29
327,41
328,47
329,2
330,21
331,35
332,13
333,28
334,20
335,2
336,33
337,26
338,20
339,49
340,2
341,46
342,8
343,11
344,29
345,18
346,35
347,28
348,8
349,14
350,11
351,43
352,1
353,8
354,34
355,11
356,2
357,44
358,37
359,34
360,21
361,2
362,48
363,5
364,20
365,23
366,5
367,37
368,34
369,2
370,31
371,9
372,6
373,37
374,19
375,34
376,8
377,46
378,13
379,35
380,36
381,37
382,14
383,10
384,23
385,50
386,34
387,37
388,11
389,18
390,34
391,31
392,34
393,5
394,8
395,31
396,27
397,6
398,11
399,8
400,34
401,2
402,2
403,46
404,14
405,11
406,6
407,50
408,2
409,12
410,8
411,11
412,41
413,13
414,35
415,28
416,46
417,13
418,19
419,15
420,0
421,18
422,49
423,19
424,22
425,34
426,4
427,15
428,34
429,12
430,2
431,24
432,2
433,15
434,2
435,5
436,46
437,35
438,11
439,14
440,43
441,2
442,24
443,46
444,25
445,35
446,34
447,35
448,11
449,41
450,2
451,14
452,34
453,4
454,25
455,11
456,11
457,2
458,34
459,4
460,3
461,16
462,28
463,5
464,30
465,11
466,39
467,14
468,8
469,11
470,43
471,34
472,21
473,21
474,27
475,2
476,9
477,25
478,8
479,34
480,7
481,36
482,41
483,42
484,21
485,0
486,23
487,31
488,15
489,11
490,7
491,34
492,17
493,13
494,25
495,33
496,15
497,41
498,8
499,21
500,2
501,11
502,43
503,18
504,0
505,0
506,9
507,16
508,24
509,31
510,22
511,14
512,32
513,6
514,34
